feature,value,0,1,2,3,4
attn_1_0_outputs,1,-0.6777981,1.544093,0.5688401,0.44225928,-1.2756064
attn_1_0_outputs,2,-1.7283863,-1.1137255,1.0629448,0.7445089,-0.6879003
attn_1_0_outputs,3,-1.8673145,-1.5772527,0.21524449,2.1175072,-0.88759327
attn_1_0_outputs,4,-3.66853,-2.7294447,-1.3030709,1.0054576,3.7892148
attn_1_0_outputs,</s>,-0.28670835,-2.0025866,-1.0806175,1.3229052,2.4785333
attn_1_0_outputs,<pad>,-0.5082284,0.08414804,-0.527622,0.6887645,0.256739
attn_1_0_outputs,<s>,-5.0366096,-4.1460524,-1.4162476,2.7946572,5.389742
attn_1_0_outputs,_,0.49247438,0.39114165,0.47654825,-0.43546513,0.45856017
attn_1_0_outputs,_,0.47002387,0.06833205,0.44736806,0.09259141,0.24781404
attn_1_0_outputs,_,-0.15525423,0.47644636,-0.075709194,0.62393737,1.0757982
attn_1_0_outputs,_,0.3217823,0.41908595,-0.058689512,-0.17231096,-0.20865348
attn_1_0_outputs,_,0.69299006,0.6938871,0.5163283,0.32399845,-0.30973053
attn_1_0_outputs,_,-0.6299108,0.42799532,0.35298988,-0.08124208,0.023895143
attn_1_0_outputs,_,0.6058988,-0.28224605,-0.3382487,0.280829,-0.033173967
attn_1_0_outputs,_,0.42328057,-0.33816415,0.5280825,0.2698992,0.7384996
attn_1_1_outputs,0,-1.2000345,-0.90048593,-0.072449125,0.5291906,0.3630989
attn_1_1_outputs,1,-1.5540289,-0.08349085,0.577094,1.2645262,0.91362333
attn_1_1_outputs,2,-1.8836436,-1.3032401,0.15824194,0.65247613,0.22397088
attn_1_1_outputs,3,-1.7047592,-0.8225866,0.45335558,1.5835296,0.66091186
attn_1_1_outputs,4,-2.6050155,-1.1015154,0.28021863,1.3674206,2.3351212
attn_1_1_outputs,</s>,-3.2611306,-1.7798625,-0.81568676,0.63865644,1.2547053
attn_1_1_outputs,<pad>,-0.798103,-0.6870602,1.1155117,0.5389598,-0.21515274
attn_1_1_outputs,<s>,-0.83601785,0.13298923,0.38115737,1.5823318,0.5664136
attn_1_1_outputs,_,-0.5778316,-0.42218164,0.004481493,-0.07620242,-0.03888107
attn_1_1_outputs,_,0.48747888,0.19637604,0.6115449,0.36777288,-0.17710844
attn_1_1_outputs,_,-0.32648772,0.1503002,0.29840174,0.4824,-0.5695414
attn_1_1_outputs,_,-0.25910798,0.1909406,0.7454517,0.040609512,-0.5829766
attn_1_1_outputs,_,0.21627937,-0.7087406,-0.3838926,1.8044744,-0.50990635
attn_1_1_outputs,_,0.45784998,-0.5237311,1.1740885,-0.3483489,-0.60697186
attn_1_1_outputs,_,0.8216892,-0.50263405,0.33279902,0.79692096,-0.6569698
attn_1_1_outputs,_,-1.0706046,-0.07796059,0.04887572,0.6172653,0.47791666
attn_1_2_outputs,0,-0.19033787,-0.88327897,0.0035969936,0.34963676,-0.25668138
attn_1_2_outputs,1,-1.1128595,0.24316864,0.735006,0.46135008,-0.9268046
attn_1_2_outputs,2,-1.6912445,-0.8317247,1.2084236,0.8974472,-0.80710053
attn_1_2_outputs,3,-1.2526588,-1.2726471,0.50032306,2.2670078,-0.28497314
attn_1_2_outputs,4,-3.0780435,-2.3854363,-0.83070475,1.0708296,2.9058955
attn_1_2_outputs,</s>,-1.3761767,-1.1190081,-1.2521191,0.28484437,3.4010396
attn_1_2_outputs,<pad>,0.19739267,-0.30665895,-0.0030819909,0.5696112,0.3614552
attn_1_2_outputs,<s>,-5.0851116,-2.8842425,-1.4347463,-0.114088714,7.136465
attn_1_2_outputs,_,-0.053507812,0.87137175,-0.24171455,-0.2772466,0.40794078
attn_1_2_outputs,_,-0.2472137,0.029541442,0.8906541,1.6024096,-1.2439531
attn_1_2_outputs,_,-0.27362654,0.078080885,0.83316004,0.59182686,-1.1502997
attn_1_2_outputs,_,0.36147738,-2.2150543,0.20617315,-0.5291886,-0.47252002
attn_1_2_outputs,_,-0.24054956,0.36045575,-0.18162753,-0.14067718,-0.49432775
attn_1_2_outputs,_,0.23211716,-0.1500786,0.45242074,0.18916199,0.122375615
attn_1_2_outputs,_,0.1859532,-0.057991635,0.009845824,-0.10679201,-0.502097
attn_1_2_outputs,_,-0.41816774,-1.155079,-0.067000255,0.71025026,1.6421088
attn_1_3_outputs,0,0.65589017,-0.6570191,-0.5309967,-0.23539887,0.19212164
attn_1_3_outputs,1,-2.1385667,0.6193979,0.5418913,0.22323371,-0.4503084
attn_1_3_outputs,2,-1.4451016,-0.976463,1.1719185,0.3372104,-0.33455735
attn_1_3_outputs,3,-1.7287561,-0.6623625,0.63137645,2.7520125,0.35070157
attn_1_3_outputs,4,-3.7093508,-3.1366427,-1.6007276,0.52519846,4.724836
attn_1_3_outputs,</s>,1.1644585,0.8070124,0.76706994,2.8495338,-3.0407834
attn_1_3_outputs,<pad>,-0.24031392,0.38999042,0.34888703,0.44360024,0.46526557
attn_1_3_outputs,<s>,-4.545032,-3.065315,-1.3542497,0.5803988,5.3191276
attn_1_3_outputs,_,0.28013286,-0.74535,-0.723198,0.41798133,0.12179105
attn_1_3_outputs,_,-0.48162302,0.27130023,0.6788107,0.13990025,-0.094927765
attn_1_3_outputs,_,-0.019657096,1.3473097,0.19585276,-0.096671626,-0.72035617
attn_1_3_outputs,_,-0.74772525,0.07184771,-0.20684244,-0.015502186,0.15949847
attn_1_3_outputs,_,-0.039144564,0.5348985,0.8327097,-0.56054604,-0.31437722
attn_1_3_outputs,_,0.021442935,-0.26088342,-0.5009157,0.2658683,-0.8185703
attn_1_3_outputs,_,-0.57045156,0.1364341,-0.20278166,0.12557192,-0.43111232
attn_1_3_outputs,_,-0.7388113,-0.5844898,0.14211753,1.102143,1.361031
attn_1_4_outputs,0,-4.9046373,-0.82120395,0.97653615,2.1957417,3.2232988
attn_1_4_outputs,1,-0.53337747,-0.789786,1.7351785,-1.4900662,0.68818
attn_1_4_outputs,10,0.55355656,0.9217888,1.9698782,1.0744659,-8.31784
attn_1_4_outputs,11,1.7972593,1.3946718,0.7499706,-0.007997269,-2.9844465
attn_1_4_outputs,12,-2.104489,-0.9345142,0.2105877,2.337806,0.51603687
attn_1_4_outputs,13,0.53595614,-0.7040959,-1.536363,-1.2511283,2.4911728
attn_1_4_outputs,14,-10.434415,2.7430463,0.6236819,2.6155188,-0.45802236
attn_1_4_outputs,15,-7.8024087,1.0497541,1.1631843,1.4086057,0.33562127
attn_1_4_outputs,2,4.78682,0.0015116814,-1.5666893,-2.0868232,-1.51489
attn_1_4_outputs,3,-1.3618306,-0.7739537,0.4375214,-0.03052335,2.4039378
attn_1_4_outputs,4,-1.2388377,-0.56195134,-0.08311576,0.8316328,1.2419624
attn_1_4_outputs,5,-0.6670319,-0.47277337,-0.2230269,0.021100443,0.78522795
attn_1_4_outputs,6,-1.4375752,0.039071195,0.21828824,0.5397467,1.2314677
attn_1_4_outputs,7,-1.0367285,-0.26139644,-0.21088453,-0.006007342,0.80014354
attn_1_4_outputs,8,-0.5416373,0.15187815,0.33198172,0.6792788,0.71688396
attn_1_4_outputs,9,0.47523537,0.46171108,0.24019732,-0.034199044,-0.44061536
attn_1_5_outputs,0,-2.1991296,-0.9353173,-0.06737716,0.7098947,0.922699
attn_1_5_outputs,1,-1.4777706,-0.2683761,0.14702058,1.0949097,0.48344237
attn_1_5_outputs,2,-1.7290176,-0.66414833,0.44777182,1.3174298,0.6293201
attn_1_5_outputs,3,-1.3077754,-0.6011423,0.7492516,2.115533,1.1198362
attn_1_5_outputs,4,-3.3984487,-2.1928537,-0.8611294,0.76203036,2.3068938
attn_1_5_outputs,</s>,-1.97817,-0.7015243,0.24744439,1.3920553,1.4722261
attn_1_5_outputs,<pad>,-0.11144114,0.19510575,-0.12577902,0.43441355,0.50091374
attn_1_5_outputs,<s>,-1.9109037,-2.6908765,-0.6345779,-0.020512586,3.4974477
attn_1_5_outputs,_,-0.26988226,0.40045354,0.09047224,1.3665217,-1.0156518
attn_1_5_outputs,_,0.42263913,-0.42164153,-0.28073484,1.0860174,-0.8613932
attn_1_5_outputs,_,0.567733,0.31090888,0.64943224,-0.32823905,-1.5764395
attn_1_5_outputs,_,0.34292415,-0.17428465,1.1603314,-0.014268622,-0.12650041
attn_1_5_outputs,_,-0.38256565,-0.6672707,-0.29403487,-0.5551307,-0.72419655
attn_1_5_outputs,_,0.3327714,-0.31470177,-0.12788454,0.57352686,-0.61495525
attn_1_5_outputs,_,-0.16691294,0.2660712,0.48155695,0.9863288,-1.287886
attn_1_5_outputs,_,0.066120826,-0.49269736,-0.66308177,1.2340871,0.12032067
attn_1_6_outputs,0,-1.7109429,-1.0121292,-0.12007513,0.714482,0.73239785
attn_1_6_outputs,1,-2.5796661,-0.3742996,0.01600568,0.66098154,-0.05467142
attn_1_6_outputs,2,-1.5924379,-0.9366455,-0.021183722,0.40113315,-0.2772827
attn_1_6_outputs,3,-1.9167988,-0.54582536,0.22854194,1.7550483,0.53133726
attn_1_6_outputs,4,-1.2117026,-0.94806117,-0.4553103,0.8813084,2.1062593
attn_1_6_outputs,</s>,-1.9014453,-0.19938737,-0.027785145,1.0743991,1.2958199
attn_1_6_outputs,<pad>,-0.6504655,-0.1643542,-0.22096558,0.30394638,0.55537903
attn_1_6_outputs,<s>,-1.6240758,0.28434303,0.073602915,0.8019654,0.24002172
attn_1_6_outputs,_,-0.2376151,0.16967745,0.048112653,-0.502597,-0.5514413
attn_1_6_outputs,_,0.73646486,0.52427167,-0.43850523,-0.1682021,-0.5544916
attn_1_6_outputs,_,-0.194956,0.1193662,0.09763227,0.15878682,-0.87457734
attn_1_6_outputs,_,-0.27544308,-0.350614,-0.7563356,-0.7310052,-0.3947795
attn_1_6_outputs,_,0.042731773,0.4278528,-0.007722494,-0.0075745364,-0.5100994
attn_1_6_outputs,_,0.14160587,1.1307055,-0.03854237,0.82980394,-0.108692214
attn_1_6_outputs,_,0.57198614,0.5751099,0.056016333,0.49416274,-0.23077673
attn_1_6_outputs,_,-0.70713246,-0.20566118,0.52793044,0.47371957,0.64371526
attn_1_7_outputs,0,1.9345667,-0.2248088,-1.8883115,0.80149096,1.8454272
attn_1_7_outputs,1,-1.0390074,1.4020039,0.5542909,-0.5156108,-0.9165712
attn_1_7_outputs,2,-0.3324829,-0.8560914,1.7738479,-0.21478115,-0.91747594
attn_1_7_outputs,3,-2.9000306,-1.4858918,0.7670673,2.7274141,-0.38202485
attn_1_7_outputs,4,-3.5108268,-2.300538,-1.8773992,-0.0038396413,5.544387
attn_1_7_outputs,</s>,-1.328686,-1.8983097,1.4510821,2.7020779,1.5653635
attn_1_7_outputs,<pad>,-0.7205912,0.16682132,-0.15450577,-1.0729858,1.5270067
attn_1_7_outputs,<s>,-6.62092,-4.023663,-1.0792923,1.631297,3.7299721
attn_1_7_outputs,_,0.075721875,-0.59708947,0.36029986,-0.03691623,0.10412747
attn_1_7_outputs,_,-0.09526805,-0.6658488,0.13106415,-0.18916924,-0.1017127
attn_1_7_outputs,_,0.13825215,-0.538564,0.17266335,-0.48476344,-0.28311798
attn_1_7_outputs,_,0.6746334,0.1959272,0.058860525,-0.20612016,-0.22681488
attn_1_7_outputs,_,0.31409764,-0.13206095,0.06414442,0.33003107,-0.14287314
attn_1_7_outputs,_,-0.13149945,-0.35961214,-0.14860827,-0.13037194,0.5574146
attn_1_7_outputs,_,-0.04827359,0.15915279,0.4076653,-0.38182634,0.012227563
attn_1_7_outputs,_,0.2975286,0.40307444,-0.07763671,-0.08833287,0.23241854
attn_2_0_outputs,0,-0.98982626,-0.4172212,0.34998655,0.20282455,0.5325138
attn_2_0_outputs,1,-2.0022852,0.22690953,0.82984966,0.57583284,-0.08558404
attn_2_0_outputs,2,-0.49372646,-0.26187968,1.9598781,-0.06927969,-1.6927923
attn_2_0_outputs,3,-2.4751692,-0.8900382,0.90473,2.0846927,0.3671313
attn_2_0_outputs,4,-2.6235008,-2.2379854,-0.27918786,0.8093338,3.3475716
attn_2_0_outputs,</s>,-1.5836104,-5.480029,-1.9035625,0.15684539,5.84872
attn_2_0_outputs,<pad>,-0.8336012,-0.6035407,-1.0587566,0.4154339,0.14078352
attn_2_0_outputs,<s>,-2.0486808,-3.000718,-1.6467713,2.0760062,3.0925403
attn_2_0_outputs,_,0.1872187,0.63431287,0.44002193,-0.12987418,0.019309603
attn_2_0_outputs,_,0.6552071,-0.36844417,0.007840121,-0.16288146,-0.7907609
attn_2_0_outputs,_,-0.03977131,0.23441139,0.1551545,0.49093917,-0.693016
attn_2_0_outputs,_,0.25543073,-0.22818586,0.22031538,0.3022697,0.24048461
attn_2_0_outputs,_,-0.040873498,0.05837671,0.38421756,-0.1924126,-0.28183913
attn_2_0_outputs,_,0.53592604,-0.5069665,0.29025385,0.53316057,-0.39245132
attn_2_0_outputs,_,-0.5905176,0.619703,0.76350844,0.26069844,-0.20674033
attn_2_0_outputs,_,-0.43398347,-0.18559451,-0.9768543,0.6059042,0.834669
attn_2_1_outputs,0,-2.1000493,-1.9471647,0.4245914,2.4388063,-1.2997187
attn_2_1_outputs,1,-0.6674882,-0.20128536,-0.02819548,0.1379797,1.2628292
attn_2_1_outputs,2,-2.0010283,-0.5374051,2.383612,1.182831,-2.9975128
attn_2_1_outputs,3,-1.0477011,-0.3377806,0.55032533,1.8623852,0.26765117
attn_2_1_outputs,4,-2.1446264,-2.8024035,-2.1183522,0.70977896,3.5740569
attn_2_1_outputs,</s>,-1.1419762,-0.6733134,-0.2746731,0.9107964,1.1395843
attn_2_1_outputs,<pad>,-0.2893427,-0.13522194,-0.12717414,0.1653752,0.027534353
attn_2_1_outputs,<s>,-1.0683742,0.1575811,0.5274192,2.099533,-1.3658699
attn_2_1_outputs,_,-0.56825566,-0.09319525,-0.2663931,0.40229344,0.36865357
attn_2_1_outputs,_,0.23189923,-0.03230654,-0.6348515,-0.33139434,-0.30870283
attn_2_1_outputs,_,0.08115257,-0.24812151,0.6294064,0.41379353,-0.65741163
attn_2_1_outputs,_,0.43062925,-0.5811519,-0.8068842,0.3956625,-0.49135944
attn_2_1_outputs,_,0.35274807,-0.18352875,-0.15530139,0.097086504,-0.7449187
attn_2_1_outputs,_,0.03310599,-0.034756333,0.21645887,0.37221038,-0.49407905
attn_2_1_outputs,_,-0.11787594,-0.21504791,-0.35398963,-0.006564817,0.030829782
attn_2_1_outputs,_,-0.8164055,-0.14212178,0.077629656,0.5180987,0.7594241
attn_2_2_outputs,0,-1.8753514,-1.46862,-0.22731473,0.2092278,0.6444415
attn_2_2_outputs,1,-2.1246157,-0.081270695,0.34675568,0.680498,0.69162637
attn_2_2_outputs,2,-1.9823909,-0.4671483,0.49869576,0.7359369,0.6676966
attn_2_2_outputs,3,-1.3162434,-0.7527466,0.17339171,1.1494015,1.0119675
attn_2_2_outputs,4,-2.0250468,-1.4496105,-0.34126294,0.8785476,2.524735
attn_2_2_outputs,</s>,-2.6377628,-1.9968791,0.464409,1.1404771,1.910345
attn_2_2_outputs,<pad>,0.31338087,-0.4968586,-0.2538785,1.544672,-0.7350061
attn_2_2_outputs,<s>,0.13969754,-1.3159083,-0.24017994,0.45245925,1.3948556
attn_2_2_outputs,_,-0.62708,-0.8861711,0.04018931,1.5767186,-0.03336488
attn_2_2_outputs,_,0.008051603,-0.34381974,0.59261423,0.6674243,0.88911533
attn_2_2_outputs,_,0.009477074,0.62485886,0.38028422,-0.45217162,-0.19699551
attn_2_2_outputs,_,-0.56898826,-0.66791266,1.1322783,0.13280284,0.16647995
attn_2_2_outputs,_,-0.43257138,0.12433056,-0.048123237,0.2012345,-0.311168
attn_2_2_outputs,_,-0.43122488,0.6591353,0.24470982,0.100442715,1.0076517
attn_2_2_outputs,_,-0.3164784,-1.0633975,0.18665676,1.136374,-0.40367624
attn_2_2_outputs,_,-0.77635854,-0.20612596,0.03702914,0.17706905,-0.60658234
attn_2_3_outputs,0,0.0846803,-0.96906525,-0.6660797,-0.13748673,-0.07634039
attn_2_3_outputs,1,-1.4532444,1.7877879,0.3824562,0.05447859,-1.3464439
