feature,value,0,1,2,3,4
attn_1_7_outputs,2,0.59672004,-0.4782745,-2.231687,0.4303503,1.6236514
attn_1_7_outputs,3,0.4755725,0.9002447,0.12129607,-3.4146001,1.5078554
attn_1_7_outputs,4,0.77209747,0.13058914,0.14419697,0.11524991,-1.943883
attn_1_7_outputs,</s>,-0.06369775,2.4121785,0.6938196,-0.15711945,-2.3695512
attn_1_7_outputs,<pad>,0.26131833,-0.098923616,0.38577947,-0.14350337,-0.06905022
attn_1_7_outputs,<s>,0.49966592,0.7421193,0.30294284,0.06893601,-1.9882162
attn_2_0_outputs,0,-1.7248299,0.4930633,1.4765166,-1.330712,0.60543966
attn_2_0_outputs,1,0.9053944,-2.3216188,0.25847724,1.3848962,0.63279015
attn_2_0_outputs,2,1.3123739,0.3191821,-3.3513072,-0.38044456,0.6139488
attn_2_0_outputs,3,1.8329538,0.9275258,0.5226383,-3.1607974,1.2015513
attn_2_0_outputs,4,0.89827645,1.027112,0.643523,-0.212122,-2.4619622
attn_2_0_outputs,</s>,-1.7810097,1.2635463,1.3987442,1.4447773,-0.2974457
attn_2_0_outputs,<pad>,0.5844584,0.46778074,-0.42638385,0.26046425,0.13894717
attn_2_0_outputs,<s>,-1.050211,0.7706233,0.84508395,0.39097574,-0.036405474
attn_2_1_outputs,0,0.107504025,1.1429051,-3.3787816,0.5449889,-1.0963036
attn_2_1_outputs,1,-0.38513768,-0.14128806,1.5350755,0.6685539,-0.33635443
attn_2_1_outputs,2,-0.769549,0.9335932,0.9002087,0.7106469,-1.489084
attn_2_1_outputs,3,-0.14441898,2.4584663,0.4278288,-1.0966072,-1.0910515
attn_2_1_outputs,4,0.577106,-2.4263434,3.8878064,-0.292511,0.42580223
attn_2_1_outputs,5,1.1965609,1.8101135,-0.30352724,-0.93274,-1.9165934
attn_2_1_outputs,6,-1.796654,1.2744622,1.5610331,-0.3595526,-1.1532792
attn_2_1_outputs,7,1.274202,-3.4958603,-6.4602146,-1.790752,5.4292965
attn_2_2_outputs,0,0.727858,-2.082193,-0.94419074,-1.6910053,0.015350399
attn_2_2_outputs,1,0.33367538,2.1190422,-1.4374636,-0.87401384,-0.039546214
attn_2_2_outputs,2,-0.115327574,-1.3089644,1.649851,-1.2075602,0.15372476
attn_2_2_outputs,3,0.1071447,-0.90433544,-1.2657253,2.276878,-0.663117
attn_2_2_outputs,4,0.2328904,-1.2494026,-0.37488815,-0.15670307,1.6698943
attn_2_2_outputs,</s>,0.70904815,0.14201964,0.40088293,-0.33238178,-1.3967654
attn_2_2_outputs,<pad>,-0.71599275,-0.1816877,0.32875896,0.21697764,-0.34074044
attn_2_2_outputs,<s>,-1.1968622,0.028989177,0.4885503,1.1970503,-1.2472528
attn_2_3_outputs,0,1.7704321,-0.4625544,-1.2642505,-1.0636386,-0.5521086
attn_2_3_outputs,1,0.080948316,0.738179,-1.3339714,-1.2353879,-0.33190295
attn_2_3_outputs,2,-0.72793984,0.016941361,1.8484566,-1.3150347,0.22816938
attn_2_3_outputs,3,-0.23552074,0.16718014,-0.6451035,1.574012,-0.5365066
attn_2_3_outputs,4,-0.9582247,-0.77713495,-0.1919623,-0.7547413,1.789026
attn_2_3_outputs,</s>,0.57346594,0.06654653,0.14160424,0.74549264,-0.41759193
attn_2_3_outputs,<pad>,-0.20329167,0.00961794,0.41052783,0.18783173,0.47634637
attn_2_3_outputs,<s>,0.5759498,0.25711223,-0.008250357,0.4075555,-0.043949064
attn_2_4_outputs,0,0.73973995,-0.67466915,-0.55783975,-0.59121406,-0.72117656
attn_2_4_outputs,1,0.08705928,1.0104082,0.31532487,-1.1416752,-0.30850035
attn_2_4_outputs,2,-0.32518908,0.24219577,1.3189908,-0.44470084,-0.36153975
attn_2_4_outputs,3,-0.5263468,-0.5070901,-0.6099855,1.274058,-0.71229
attn_2_4_outputs,4,-0.23636898,-1.3874682,-0.49712703,-0.7273476,0.5641755
attn_2_4_outputs,</s>,0.28055072,0.5856139,-2.898499,0.94689035,0.070654884
attn_2_4_outputs,<pad>,0.18640609,0.01399862,0.385003,0.40845495,0.6957686
attn_2_4_outputs,<s>,-0.26838076,-0.23185958,0.15951774,-0.5087493,0.1775744
attn_2_5_outputs,0,1.1535602,-0.37402442,-0.310712,-0.3320098,-0.77873784
attn_2_5_outputs,1,-0.41908392,1.8349675,-0.5869246,-0.73431623,-1.0968925
attn_2_5_outputs,2,-0.2003448,-0.6642663,1.2087907,-0.68899345,-0.32705078
attn_2_5_outputs,3,-0.52862644,0.114588484,-1.3087486,1.8105358,-0.57617843
attn_2_5_outputs,4,0.718132,-1.0581557,-0.36434639,-0.5058152,1.7328672
attn_2_5_outputs,</s>,0.6932533,1.0143298,-0.18710119,-1.1111478,-1.211473
attn_2_5_outputs,<pad>,-0.43203112,0.08491758,-0.02927373,-0.17747237,-0.13287418
attn_2_5_outputs,<s>,-0.17993611,-0.07873149,-0.3521635,-0.14366321,1.7416545
attn_2_6_outputs,0,0.2457327,0.10023415,0.373116,-0.081837386,-0.11879495
attn_2_6_outputs,1,0.5921946,0.007077884,-0.54665124,-0.869395,0.7719542
attn_2_6_outputs,2,0.34749582,0.8212641,-0.7083818,-0.71432716,-0.24874708
attn_2_6_outputs,3,0.543144,1.1637429,-0.2931014,-0.87710434,-0.090519056
attn_2_6_outputs,4,0.48945954,0.6325046,0.6578454,-1.0307286,-0.16012649
attn_2_6_outputs,</s>,-0.13972172,-1.2785825,-0.3072614,0.6559525,0.4276809
attn_2_6_outputs,<pad>,0.13138148,0.4751307,-0.0966704,0.6008275,-0.28634334
attn_2_6_outputs,<s>,0.096840635,-0.42509925,-0.054136783,0.09685919,-0.35089377
attn_2_7_outputs,0,0.37808266,-1.1395875,-0.40720022,0.026553415,-1.1225045
attn_2_7_outputs,1,-0.15197128,0.56274533,-0.8070353,-0.5403539,0.095269255
attn_2_7_outputs,2,-0.73605424,-0.46798772,1.4549977,-1.3779554,0.73942935
attn_2_7_outputs,3,-0.0966309,0.7644682,0.48925483,0.11810956,0.2547869
attn_2_7_outputs,4,-0.27923095,0.02554169,0.26549968,-1.3324142,1.2775666
attn_2_7_outputs,</s>,0.5782746,1.0713438,-1.1460162,1.1390479,-1.2692474
attn_2_7_outputs,<pad>,0.008653279,-0.087417506,0.33229494,0.1458636,0.34464264
attn_2_7_outputs,<s>,0.4472834,0.21519981,-0.33159515,0.931218,-0.46119037
mlp_0_0_outputs,0,-0.42380095,-0.53307444,-0.41275412,-0.41594723,-0.5722539
mlp_0_0_outputs,1,0.61634487,0.41839758,0.06286236,0.5173899,0.4287551
mlp_0_0_outputs,2,0.09282506,0.23695555,0.1786719,0.38980898,0.015335628
mlp_0_0_outputs,3,0.73503184,0.66526836,0.21287636,0.18119276,0.33759034
mlp_0_0_outputs,4,0.23326494,-0.11823117,-0.12334624,0.2537902,-0.23758945
mlp_0_0_outputs,5,0.31933373,0.016467515,-0.018296935,0.08933498,0.01605894
mlp_0_0_outputs,6,0.15533207,0.033606,0.18058181,0.10687197,-0.011171166
mlp_0_0_outputs,7,0.046501126,-0.16547276,-0.17713273,-0.15766568,-0.21926977
mlp_0_1_outputs,0,-0.34766436,0.6876121,-0.03538017,0.20409352,0.21155018
mlp_0_1_outputs,1,-2.938297,2.1096747,-3.8061392,0.26060873,4.225231
mlp_0_1_outputs,2,-0.37011087,0.065439194,0.13986291,0.79072535,0.44259393
mlp_0_1_outputs,3,2.2182205,3.532892,3.5843496,-4.8873315,-6.4480357
mlp_0_1_outputs,4,1.2083944,-2.280274,0.66777635,1.0629874,1.8625903
mlp_0_1_outputs,5,0.5545975,-1.8357005,0.72858995,0.6914288,0.10167307
mlp_0_1_outputs,6,-0.27896905,-0.38958493,-0.07967517,0.29742926,0.08932622
mlp_0_1_outputs,7,-0.2565701,-0.097836204,0.12265874,0.03522777,-0.107907526
mlp_1_0_outputs,0,2.1020234,0.40268686,-1.7953883,-1.5841596,-0.435292
mlp_1_0_outputs,1,0.2261443,-0.20163321,0.24175884,-0.16782573,0.06755535
mlp_1_0_outputs,2,0.039362468,-0.36970475,0.14487837,-0.33564988,0.037644498
mlp_1_0_outputs,3,-0.3410901,-0.3532567,0.13819192,0.09700383,0.05743483
mlp_1_0_outputs,4,-0.3030456,-0.64546114,-0.037028003,1.0647647,0.7455968
mlp_1_0_outputs,5,0.7228594,0.6300291,0.29942897,-1.0569228,0.46565357
mlp_1_0_outputs,6,-2.1898332,1.8270534,2.785433,0.23743126,0.61606395
mlp_1_0_outputs,7,0.3416273,-0.29202703,-0.5542198,-0.512628,-0.4335571
mlp_1_1_outputs,0,-1.705293,2.8911586,1.2706872,-2.5215213,1.3214465
mlp_1_1_outputs,1,0.8953384,1.0394826,0.08862678,-0.24178357,-1.6329551
mlp_1_1_outputs,2,0.363814,0.3709647,0.42653978,0.1279006,-0.3174446
mlp_1_1_outputs,3,-0.27186698,-0.04135388,-0.47715452,-0.047886435,-0.5002299
mlp_1_1_outputs,4,0.25755543,-0.0505828,-0.29146278,-0.47063103,1.2546425
mlp_1_1_outputs,5,0.91452307,-1.3025416,-1.6995814,0.32665262,2.1070626
mlp_1_1_outputs,6,1.1746395,-0.03660816,0.38118714,0.35692242,-1.5080967
mlp_1_1_outputs,7,0.4367183,0.88598114,0.10709503,0.12331551,0.0834971
mlp_2_0_outputs,0,-0.3742936,0.6851252,0.72940284,-2.9941905,1.2869154
mlp_2_0_outputs,1,-0.05803065,0.4201676,-0.047200643,-0.24738707,0.44202203
mlp_2_0_outputs,2,-0.68590176,1.453132,0.78580534,-1.410195,-0.84965765
mlp_2_0_outputs,3,-0.6880829,0.039034765,-0.32920283,0.3241063,-0.24388716
mlp_2_0_outputs,4,-0.045425832,0.48320392,0.19775215,-0.17025653,0.084512375
mlp_2_0_outputs,5,-0.33334666,0.22569115,0.09263364,-0.12699729,-0.016990138
mlp_2_0_outputs,6,0.741567,-1.0548328,-2.5279667,2.4894557,-2.1333914
mlp_2_0_outputs,7,-0.3521288,0.37765267,0.21816172,0.3065776,-0.08591626
mlp_2_1_outputs,0,0.4743146,0.7367616,-0.94976455,0.5849743,0.33116442
mlp_2_1_outputs,1,0.69978935,-2.0593967,1.0228733,-3.4454536,0.8110364
mlp_2_1_outputs,2,-0.4138087,1.7868971,-2.9152498,2.8880835,-0.85596085
mlp_2_1_outputs,3,-1.0094733,-0.91565716,5.4760647,-1.1738838,-2.2211657
mlp_2_1_outputs,4,-0.30987465,-0.08880065,0.6418464,0.050393436,-0.25388584
mlp_2_1_outputs,5,-2.8066285,4.3576894,-3.1694093,5.062918,-3.417026
mlp_2_1_outputs,6,-0.09292562,0.14170663,0.2512695,0.16379571,-0.24319038
mlp_2_1_outputs,7,2.9801617,-1.8158543,-4.9720445,-2.0909774,3.4806833
num_attn_0_0_outputs,_,-0.20720197,-0.53104234,2.268345,-0.92283636,-0.41318685
num_attn_0_1_outputs,_,0.01638811,-0.006588476,-0.04664519,0.4261902,0.20536964
num_attn_0_2_outputs,_,-0.20956749,-0.10427556,2.6600368,-0.6224153,1.4587895
num_attn_0_3_outputs,_,0.6010232,-0.09635746,0.28482544,-0.4245831,0.8182236
num_attn_0_4_outputs,_,-0.2363766,-1.3760161,1.822992,-0.27700964,1.238253
num_attn_0_5_outputs,_,0.9104897,-0.114888065,-1.3311418,-1.68962,1.796486
num_attn_0_6_outputs,_,-0.5885228,0.2757001,-0.06748461,-0.8995194,0.4541473
num_attn_0_7_outputs,_,0.038041458,-0.35877594,0.49105746,0.08321146,1.4460932
num_attn_1_0_outputs,_,-0.9696819,-2.3627262,2.2651722,-1.4511467,3.8673315
num_attn_1_1_outputs,_,-0.83585125,-0.51633185,0.020409409,-0.2564456,2.6414392
num_attn_1_2_outputs,_,-1.9565876,4.401646,1.4864836,-4.38336,2.2443604
num_attn_1_3_outputs,_,-0.44392955,-1.0878805,2.8637822,3.0534966,-0.80513614
num_attn_1_4_outputs,_,2.009028,3.3281434,-1.6004039,-3.0773003,-1.5338689
num_attn_1_5_outputs,_,-0.68811214,1.623702,1.1624259,-0.83153355,-0.68592876
num_attn_1_6_outputs,_,1.8116401,-0.4515772,3.1684685,-1.22535,-3.009962
num_attn_1_7_outputs,_,0.9099449,0.44845617,-0.65267986,-0.096752346,-0.08835975
num_attn_2_0_outputs,_,0.98209506,-3.0385077,-2.0468414,1.9958419,0.8612326
num_attn_2_1_outputs,_,-0.47688305,0.67675275,1.3677657,0.9266337,-0.9904177
num_attn_2_2_outputs,_,-0.13012455,0.8386686,-1.1850456,-1.7167958,1.9508436
num_attn_2_3_outputs,_,0.7685167,-1.5977848,-1.649215,2.2755554,-1.790231
num_attn_2_4_outputs,_,-0.56912744,1.2060485,-0.8306743,0.69147533,-0.35296825
num_attn_2_5_outputs,_,1.8553764,-1.7614205,-1.7950109,-1.4000076,2.6652114
num_attn_2_6_outputs,_,-0.70403165,1.4953119,-1.3320701,1.4447277,-0.31609046
num_attn_2_7_outputs,_,2.0920691,-1.9319801,-2.3112597,1.7344307,-1.7353671
num_mlp_0_0_outputs,0,-0.09138469,-0.40713352,0.12829775,0.28602675,-0.11775971
num_mlp_0_0_outputs,1,0.03187126,0.21791208,0.10833429,0.20832798,-0.065726265
num_mlp_0_0_outputs,2,-0.16223146,-0.04648034,-0.1468248,0.48141056,-0.33160654
num_mlp_0_0_outputs,3,-0.043507997,-0.15865347,0.33286682,-0.14618489,-0.23420551
num_mlp_0_0_outputs,4,-0.44263533,-0.525538,0.117311135,0.13538466,0.13790193
num_mlp_0_0_outputs,5,-0.026991297,0.043456893,0.3513726,0.0148150055,0.09081943
num_mlp_0_0_outputs,6,-0.71631217,-0.11387719,-0.14508787,-0.24100843,-0.030841623
num_mlp_0_0_outputs,7,-0.25525808,0.107669994,0.4781218,-0.11556242,0.07242862
num_mlp_0_1_outputs,0,0.23331296,0.049322486,0.95095885,-0.45332873,-0.5488766
num_mlp_0_1_outputs,1,-0.082061246,-0.072909355,-0.077933654,-0.17841923,-0.25981775
num_mlp_0_1_outputs,2,-0.30719686,0.17624271,0.1556934,0.07768678,0.08109482
num_mlp_0_1_outputs,3,-0.021371901,0.09906771,0.13285094,0.18906546,0.086963706
num_mlp_0_1_outputs,4,-0.2648243,-0.011319972,-0.07670439,-0.10263572,0.029421171
num_mlp_0_1_outputs,5,0.2829617,0.24863884,-0.910453,0.05088333,0.95638156
num_mlp_0_1_outputs,6,-0.34863487,-0.089853235,0.12935174,-0.12507664,-0.09630881
num_mlp_0_1_outputs,7,-0.7288957,-0.5155524,-0.11788992,-0.31276262,-0.4212962
num_mlp_1_0_outputs,0,0.21521953,-0.08030491,0.20366392,0.020159949,0.1765873
num_mlp_1_0_outputs,1,0.4934159,0.5972774,0.49512976,0.42168513,0.5301234
num_mlp_1_0_outputs,2,0.05179895,-0.29495612,-0.3809551,-0.22312453,0.2104411
num_mlp_1_0_outputs,3,0.38600597,0.27448162,0.20590502,0.34652627,0.37357083
num_mlp_1_0_outputs,4,0.04908618,0.09552537,-0.019107373,-0.01392893,-0.16756314
num_mlp_1_0_outputs,5,-0.025090847,-0.043177575,-0.18964976,-0.13111459,-0.023137247
num_mlp_1_0_outputs,6,0.38833445,0.2633236,0.2883642,0.26816908,0.25811294
num_mlp_1_0_outputs,7,0.26075214,-0.04014266,0.16859356,0.17806655,0.12478
num_mlp_1_1_outputs,0,0.026242318,-0.053326707,-0.26876736,0.024726706,0.1904285
num_mlp_1_1_outputs,1,0.17489472,-0.13580082,-0.076342165,-0.2687016,0.19476303
num_mlp_1_1_outputs,2,-0.045043916,-0.0791139,-0.11789396,-0.18341148,-0.0033928158
num_mlp_1_1_outputs,3,-0.731671,-0.54222775,-0.07280849,-0.3390201,-0.07190764
num_mlp_1_1_outputs,4,-0.040264763,0.15248363,0.11021293,0.18304239,0.25056747
num_mlp_1_1_outputs,5,0.14360896,-0.12775928,-0.2060503,-0.55683404,0.6342565
num_mlp_1_1_outputs,6,0.19286476,0.25289047,0.21455465,0.24259308,0.31277922
num_mlp_1_1_outputs,7,0.11925648,-0.02451168,-0.24573027,-0.30246785,0.061339784
num_mlp_2_0_outputs,0,0.30144307,0.2447347,-0.48617724,-0.052124936,-0.3347171
num_mlp_2_0_outputs,1,0.6260736,-0.8425118,1.0984898,-0.8821414,0.6247248
num_mlp_2_0_outputs,2,0.49639258,-0.16548556,-0.9426022,-0.5902931,0.45468065
num_mlp_2_0_outputs,3,0.46571982,0.3971459,-0.645467,-0.105504446,0.49660635
num_mlp_2_0_outputs,4,0.22328678,0.42983037,-0.49480432,-0.041897546,-0.0076026255
