feature,value,1,2,3,4,5,6
attn_2_2_outputs,11,-0.41037443,0.16036367,0.7364885,0.6076626,-0.47763228,0.24822818
attn_2_2_outputs,12,-0.8137468,-0.81805664,-0.2877479,0.07020867,1.2433695,2.8925452
attn_2_2_outputs,13,0.29471743,-0.705308,-0.24011844,0.46011946,2.3680704,1.7246461
attn_2_2_outputs,14,0.1721603,-0.49043727,-0.07549025,0.09474659,0.26422632,0.29831806
attn_2_2_outputs,15,1.8647327,1.0386949,-0.478393,-2.825618,-4.3922663,0.2628591
attn_2_2_outputs,2,-1.8018014,-1.0298508,1.1900885,2.868701,4.174792,2.1506462
attn_2_2_outputs,3,0.8029936,0.10580684,0.022769595,0.15535103,0.40820658,0.47647458
attn_2_2_outputs,4,0.6048634,-0.46573123,-0.31069642,-0.18158622,0.62870944,0.45569617
attn_2_2_outputs,5,1.1329643,0.77882326,-0.5944582,-3.084959,-4.68348,-17.915026
attn_2_2_outputs,6,0.5715679,-0.28756738,0.06464966,0.8426406,-0.67010343,2.1426673
attn_2_2_outputs,7,-0.43434367,-0.60587645,0.9535899,0.23193376,1.3897429,-1.152875
attn_2_2_outputs,8,0.4852755,-0.046013296,-0.4081105,0.5079019,1.1126566,0.6219314
attn_2_2_outputs,9,1.0126481,0.27214032,0.44578263,-0.40304202,-1.6405056,1.288587
attn_2_3_outputs,0,2.0970414,1.9481887,-1.2138202,0.080532104,-8.576313,0.13332206
attn_2_3_outputs,1,1.0588474,1.0136569,0.446766,-0.96804273,-1.5591309,-2.6425102
attn_2_3_outputs,10,1.0645212,0.67695534,-0.25900498,-2.2472062,-2.203732,-3.479123
attn_2_3_outputs,11,0.4650724,0.7765577,-0.4593344,-2.079103,-2.017921,-2.6400285
attn_2_3_outputs,12,0.5607831,0.34505993,-0.42700902,-0.63217735,-0.62588596,0.52967244
attn_2_3_outputs,13,0.2275094,0.034794398,-1.4428699,-1.0019056,-1.0883632,-17.160564
attn_2_3_outputs,14,0.37011975,-0.0030226065,-0.50714403,-0.82495296,-0.22174083,-3.3423018
attn_2_3_outputs,15,0.2751686,0.1859474,-0.60856295,-1.0503777,0.19245869,-1.8540853
attn_2_3_outputs,2,0.6837436,0.5462797,-0.28953302,-1.128102,-1.18262,-1.6850184
attn_2_3_outputs,3,0.8019203,0.51415944,-0.1493765,-0.7599186,-1.0067856,-4.418233
attn_2_3_outputs,4,0.34990254,0.3185492,-0.8624774,0.018103594,-2.9436805,-2.1717944
attn_2_3_outputs,5,0.97773576,0.58055604,-0.18081538,-3.4346561,-0.6525296,-4.095902
attn_2_3_outputs,6,0.5534117,0.25804067,-0.61027217,-0.9935638,-2.1721442,0.82510287
attn_2_3_outputs,7,0.7632368,0.66760445,0.20603938,-1.2891077,-2.0198283,-5.2558856
attn_2_3_outputs,8,0.67359465,-0.33537036,-0.18094775,-1.2457895,-0.8738104,-1.0091498
attn_2_3_outputs,9,1.5525264,-0.72981775,0.727646,-1.8018818,-0.5782681,-1.3927798
mlp_0_0_outputs,0,0.8787145,0.6157724,0.011643524,-1.2745711,-2.952105,-3.3988092
mlp_0_0_outputs,1,0.60926145,0.39921793,-0.10472475,-1.6835382,-3.0074382,-4.31617
mlp_0_0_outputs,10,0.9594917,0.68478245,0.0537256,-1.2369121,-2.7205408,-3.2476199
mlp_0_0_outputs,11,1.1078397,0.6118047,0.2037547,-1.7602793,-2.9746206,-1.9481037
mlp_0_0_outputs,12,0.8477295,0.98991096,-0.5544641,-1.3102323,-2.1995683,-1.9847766
mlp_0_0_outputs,13,0.9375801,0.6489088,-0.11245491,-1.5599333,-2.5250804,-3.0029016
mlp_0_0_outputs,14,0.77150637,0.5782131,0.20677832,-1.3670571,-3.1051953,-3.4245691
mlp_0_0_outputs,15,0.7058357,0.17244042,-0.033951294,-0.6754042,-1.2578795,-0.5995474
mlp_0_0_outputs,2,0.412785,0.2864587,-0.35182038,-1.9277929,-2.955228,-3.4953272
mlp_0_0_outputs,3,0.64784795,0.3605707,-0.20139463,-1.709276,-3.1474314,-4.766876
mlp_0_0_outputs,4,0.75317544,0.35682318,0.06792554,-1.5446491,-3.3898356,-3.7883906
mlp_0_0_outputs,5,0.8261496,0.53922397,0.011021893,-1.5444322,-2.975929,-4.424936
mlp_0_0_outputs,6,0.65285146,0.48902327,0.0099209165,-1.7390957,-2.967622,-3.6966093
mlp_0_0_outputs,7,0.7330408,0.8024712,0.37111858,-1.3103832,-2.1943657,-3.1586387
mlp_0_0_outputs,8,0.60278934,0.6732135,-0.45134243,-0.8739755,-2.3790262,-2.7771623
mlp_0_0_outputs,9,1.3791958,1.0917203,0.5934616,-1.7686379,-3.5520053,-2.879596
mlp_0_1_outputs,0,0.6813621,0.33961117,0.60824984,-1.393631,-2.7085845,-3.0928898
mlp_0_1_outputs,1,0.40453994,0.1196561,-0.2304251,-2.1071932,-3.5798457,-3.5064926
mlp_0_1_outputs,10,0.48485538,0.2905135,-0.21859068,-1.7847011,-3.0270617,-2.733744
mlp_0_1_outputs,11,0.79435164,0.50450826,0.15549606,-1.5140358,-3.3927228,-3.8810046
mlp_0_1_outputs,12,1.0652897,0.65894926,0.2314208,-1.5620759,-3.981641,-3.4544635
mlp_0_1_outputs,13,0.78155077,0.49866736,0.0075625395,-1.6519173,-3.1207902,-2.9352515
mlp_0_1_outputs,14,0.6247637,0.25371328,-0.069945894,-1.824938,-3.2523136,-4.0753465
mlp_0_1_outputs,15,0.95163965,0.3267087,-0.05331109,-1.1379106,-2.791187,-2.9354942
mlp_0_1_outputs,2,0.566693,0.63057464,-0.24172212,-1.6305324,-3.0771227,-2.6049252
mlp_0_1_outputs,3,0.5077742,0.3183008,-0.1641663,-1.7924739,-4.037083,-1.9465349
mlp_0_1_outputs,4,0.77317846,0.49098116,0.41895053,-1.786671,-3.4268293,-3.391855
mlp_0_1_outputs,5,0.8966606,0.71366715,-0.5771664,-1.1659374,-2.5909917,-2.909783
mlp_0_1_outputs,6,0.96062523,0.54371583,0.2144034,-0.94451135,-3.0994225,-3.2668371
mlp_0_1_outputs,7,0.71121705,0.26174116,-0.250222,-1.6203411,-2.9906821,-3.1060226
mlp_0_1_outputs,8,0.8054118,0.47170824,0.11617103,-1.6842583,-2.819538,-4.226166
mlp_0_1_outputs,9,0.7074233,0.50456136,0.13826661,-1.752397,-3.3189247,-3.2606373
mlp_1_0_outputs,0,0.81139797,0.69108814,-0.045081325,-1.4605986,-3.2953718,-3.2044816
mlp_1_0_outputs,1,0.7647502,0.744062,-0.06182817,-1.1014241,-2.7305584,-3.7256448
mlp_1_0_outputs,10,0.37663043,0.25578305,-0.49483973,-1.8004241,-3.733398,-4.1757174
mlp_1_0_outputs,11,0.8374354,0.6719589,-0.05823453,-1.2949303,-3.3087242,-3.6375062
mlp_1_0_outputs,12,0.82346296,0.5809405,-0.016833639,-1.271121,-3.2875154,-3.2879875
mlp_1_0_outputs,13,0.50862086,0.3412393,-0.4792969,-1.677022,-3.1195455,-3.6314409
mlp_1_0_outputs,14,0.019805068,-0.236531,-0.8476792,-2.0034792,-4.195885,-5.0520015
mlp_1_0_outputs,15,0.9560407,0.80580056,0.10572577,-1.2595222,-3.1103427,-2.253618
mlp_1_0_outputs,2,0.5927545,0.49170855,-0.46837533,-1.3769487,-3.0978012,-2.1790957
mlp_1_0_outputs,3,0.84228224,0.8110733,-0.14626284,-1.4807185,-3.330257,-2.2762694
mlp_1_0_outputs,4,0.9080753,0.76613176,0.0486313,-1.3166394,-2.5835822,-2.251162
mlp_1_0_outputs,5,0.8476569,0.684024,-0.15701732,-1.5647509,-3.478296,-3.477605
mlp_1_0_outputs,6,0.9290098,0.9355825,0.16516055,-0.87090576,-2.819,-2.6536303
mlp_1_0_outputs,7,0.6417431,0.5528726,-0.17532466,-1.5877969,-3.4508562,-3.8099208
mlp_1_0_outputs,8,0.8467964,0.80441713,-0.21515404,-1.4464601,-2.460366,-3.0619774
mlp_1_0_outputs,9,0.6775067,0.69652903,-0.14868505,-1.2872791,-3.5414512,-4.105788
mlp_1_1_outputs,0,0.9116267,0.7231696,0.13794902,-1.8573908,-2.7156243,-3.6682832
mlp_1_1_outputs,1,0.72876865,0.47712228,0.0422757,-2.2963622,-2.8183162,-3.641691
mlp_1_1_outputs,10,1.2195938,0.93670696,0.462925,-1.9065206,-2.348852,-3.0161917
mlp_1_1_outputs,11,1.030919,0.80019885,0.1936585,-1.5266651,-2.5730996,-2.8842452
mlp_1_1_outputs,12,0.5465219,0.487273,-0.47801077,-2.178874,-2.7019987,-4.5812817
mlp_1_1_outputs,13,0.83517635,0.80227166,0.42953506,-2.1162279,-2.9246836,-3.0278149
mlp_1_1_outputs,14,0.7100653,0.55075574,-0.017002292,-1.9626745,-2.7515635,-4.187408
mlp_1_1_outputs,15,0.91190624,0.7515655,0.17811261,-1.7756288,-2.4320254,-2.3415844
mlp_1_1_outputs,2,0.9323578,0.7771753,0.05037007,-1.8669343,-2.6824472,-2.0632565
mlp_1_1_outputs,3,0.8549505,0.6422147,0.08625346,-1.7406061,-2.569317,-4.1736264
mlp_1_1_outputs,4,0.6322022,0.5234206,-0.13172701,-1.9915062,-2.8864853,-3.4000754
mlp_1_1_outputs,5,0.6859236,0.6601499,-0.34455547,-2.4530356,-3.0059407,-4.40348
mlp_1_1_outputs,6,0.7680857,1.5549955,0.06264878,0.88577706,-5.76839,-5.347314
mlp_1_1_outputs,7,0.6544897,0.5619479,-0.1022597,-1.9611983,-2.6192615,-3.355555
mlp_1_1_outputs,8,0.821926,0.6725405,0.16158782,-1.8725011,-2.7093475,-3.7726371
mlp_1_1_outputs,9,0.64636654,0.21963994,-0.45452365,-2.6981225,-3.4896767,-3.9745798
mlp_2_0_outputs,0,0.8224254,0.8047221,-0.10999587,-1.3165377,-5.1594253,-4.6757207
mlp_2_0_outputs,1,0.6315346,0.61923736,-0.26209652,-1.6571808,-5.359567,-4.5171623
mlp_2_0_outputs,10,0.6378677,0.8443078,-0.2164744,-1.752796,-3.6400018,-3.0296385
mlp_2_0_outputs,11,0.6970051,0.8210338,-0.35696942,-1.7809982,-3.263969,-2.9816973
mlp_2_0_outputs,12,0.8678025,0.8765413,0.023867339,-1.3043981,-4.259898,-3.645069
mlp_2_0_outputs,13,1.0486388,0.9914734,0.36168933,-0.9969709,-4.94006,-3.3637745
mlp_2_0_outputs,14,0.33000922,0.36322537,-0.49704942,-2.009171,-5.14775,-3.9801807
mlp_2_0_outputs,15,1.1061939,1.0560136,0.07466834,-1.2666056,-3.030749,-2.7289722
mlp_2_0_outputs,2,0.6994899,0.6552522,-0.17985573,-1.4613268,-4.3873644,-3.7798338
mlp_2_0_outputs,3,0.5621696,0.47240052,-0.24497518,-1.4482408,-3.405558,-3.4380503
mlp_2_0_outputs,4,0.11743742,0.22684483,-0.034170955,-1.7094642,-2.2476108,-4.954058
mlp_2_0_outputs,5,0.9032333,0.9214827,0.087431476,-1.4569713,-2.3984687,-2.7772799
