feature,value,1,2,3,4,5,6
attn_2_3_outputs,5,0.18738122,-0.2305938,0.28458834,1.0974653,0.7894902,1.6273943
attn_2_3_outputs,6,0.08512171,-0.20818992,-0.0154747255,1.4418591,0.7048773,1.3114662
attn_2_3_outputs,7,-0.67841053,-0.55174863,-0.2876652,0.30318633,0.09382574,1.5793988
mlp_0_0_outputs,0,0.2699803,0.47213823,-0.17835142,0.90445143,0.8950951,-0.37315333
mlp_0_0_outputs,1,0.15724,-0.19171688,-0.12077361,0.95997685,1.0516076,1.10597
mlp_0_0_outputs,2,-0.38212413,-0.22378436,-0.45928806,0.5152969,1.4475596,1.0851194
mlp_0_0_outputs,3,-0.176349,-0.10847474,-0.32552567,0.5441057,1.0726202,1.1621723
mlp_0_0_outputs,4,-0.19432686,-0.21584214,-0.34720135,0.44790748,1.0881832,1.4535701
mlp_0_0_outputs,5,-0.011036611,-0.023938874,-0.15308213,0.45915008,0.15160133,1.76399
mlp_0_0_outputs,6,-0.27216738,-0.18316415,-0.3163887,0.8281606,1.8983794,1.3924861
mlp_0_0_outputs,7,-0.022691827,0.017845426,0.029203504,0.60332793,1.0131104,1.1617783
mlp_0_1_outputs,0,0.36263773,-0.12839215,-0.3567593,0.6389021,0.7595733,-0.15010339
mlp_0_1_outputs,1,-0.1024611,0.16720313,-0.29467523,0.8999426,0.64085335,0.566529
mlp_0_1_outputs,2,0.046149455,0.02409613,-0.09597164,0.8287507,0.63781184,1.0629917
mlp_0_1_outputs,3,0.0067654657,-0.0056669703,-0.14643216,0.7410769,0.70553595,1.1341119
mlp_0_1_outputs,4,-0.33268252,-0.31768152,-0.43927813,0.32270986,0.53016144,0.38752475
mlp_0_1_outputs,5,0.09102414,0.04649014,-0.082864426,0.8045367,0.78483903,1.2109686
mlp_0_1_outputs,6,0.015853453,-0.033950016,-0.06265397,0.53797585,0.50551206,0.87871367
mlp_0_1_outputs,7,-0.4181258,-0.37451187,-0.48711526,0.51796514,0.27306652,1.2104391
mlp_1_0_outputs,0,-0.3992862,-0.6300295,-0.6223357,0.6791451,0.41799033,1.1148713
mlp_1_0_outputs,1,-0.30920282,-0.21681969,-0.10418345,0.37960362,0.44981447,0.8733245
mlp_1_0_outputs,2,-0.2605367,-0.04327667,-0.19798815,0.541013,0.89919543,1.3799897
mlp_1_0_outputs,3,-0.54244447,-0.4125616,-0.3399969,0.08575106,0.103074625,0.5234629
mlp_1_0_outputs,4,-0.17091529,-0.049524635,0.053866077,0.51913255,0.61472535,1.0165114
mlp_1_0_outputs,5,-0.26348272,-0.22251663,-0.041148387,0.40966424,0.5441215,0.85802263
mlp_1_0_outputs,6,-0.32593942,-0.3124834,-0.13991317,0.46936285,0.36139402,0.5923803
mlp_1_0_outputs,7,-0.054718126,0.054142974,0.23835565,0.7255324,0.6972514,0.2575405
mlp_1_1_outputs,0,0.12810041,-0.24119692,0.2845665,0.78386956,0.53140557,1.2644279
mlp_1_1_outputs,1,-0.49554136,-0.7934586,-0.20680502,0.33489865,0.39329875,0.9139949
mlp_1_1_outputs,2,-0.11860294,-0.5141578,0.090765126,0.53324836,0.61383814,1.1452307
mlp_1_1_outputs,3,0.019327722,-0.4906151,0.21424575,0.36415184,0.20295678,1.1522865
mlp_1_1_outputs,4,-0.40992212,-0.67683554,-0.18359664,0.32162946,0.9720486,1.5552422
mlp_1_1_outputs,5,-0.24418518,-0.4992048,0.015689878,0.14193285,0.26157275,0.47511068
mlp_1_1_outputs,6,0.17795588,0.23858738,0.05858078,0.5636294,-0.84383196,-0.9041869
mlp_1_1_outputs,7,-0.13423298,-0.37743914,0.05144333,0.61943495,0.39407414,1.5314091
mlp_2_0_outputs,0,-0.2766526,-0.45596728,-0.5706741,0.14109834,0.39722735,0.5622131
mlp_2_0_outputs,1,0.15419032,-0.011058539,-0.05282352,0.5645097,0.9326033,1.0370948
mlp_2_0_outputs,2,0.08254734,-0.0028474154,-0.23956117,0.3756661,0.6852192,0.7135761
mlp_2_0_outputs,3,-0.10302609,-0.27288023,-0.40069047,0.2572715,0.25690657,0.34395012
mlp_2_0_outputs,4,-0.03856775,-0.09855069,-0.24119051,0.42471686,0.57762897,0.68170375
mlp_2_0_outputs,5,-0.22759455,-0.33772433,-0.47154567,0.12762566,0.46814975,0.5680477
mlp_2_0_outputs,6,-0.09349072,-0.2307706,-0.37950793,0.21709552,0.45037404,0.67219853
mlp_2_0_outputs,7,0.09288522,-0.13738126,-0.23574334,0.378199,0.7323616,1.0868288
mlp_2_1_outputs,0,-0.12023002,-0.028065339,-0.064349145,0.49016115,0.873382,1.074781
mlp_2_1_outputs,1,0.0024134503,-0.09977403,-0.18120137,0.4505061,0.72644347,0.53875756
mlp_2_1_outputs,2,0.18750702,0.1765757,0.051677596,0.6248504,1.0950682,1.054407
mlp_2_1_outputs,3,0.09983342,0.062411416,-0.10376924,0.7523837,1.4044402,0.8558053
mlp_2_1_outputs,4,-0.11083943,-0.16110022,-0.2605038,0.39781424,0.87940735,0.861942
mlp_2_1_outputs,5,-0.042360883,-0.0029659444,-0.12819803,0.48783523,0.85678697,0.9627144
mlp_2_1_outputs,6,0.111152165,0.13606982,-0.06281377,0.57074547,0.82692933,0.7253995
mlp_2_1_outputs,7,0.02843944,-0.0026587204,-0.24540494,0.48348257,0.9925402,0.52668804
num_attn_0_0_outputs,_,-0.7646051,-0.6004911,-0.7347208,1.8253798,0.0852438,5.451438
num_attn_0_1_outputs,_,1.4726902,1.71966,0.27884486,-1.3897129,-1.9608334,-1.0299624
num_attn_0_2_outputs,_,-1.073405,-1.0358285,1.0816407,-3.3452075,3.9769733,3.4021583
num_attn_0_3_outputs,_,-0.7880366,-0.6630082,2.1840372,-4.029358,6.4970436,3.829991
num_attn_1_0_outputs,_,1.1741472,0.56877416,0.32523918,-2.9850016,-5.864089,-5.3323073
num_attn_1_1_outputs,_,-1.5003082,-1.2516701,0.35426724,-0.9310942,13.496534,-3.224185
num_attn_1_2_outputs,_,0.93718845,0.9856733,0.6843745,-0.5007162,-6.4691324,-11.590313
num_attn_1_3_outputs,_,0.84702295,0.8443003,0.53739876,-0.93833655,-7.264512,-12.347286
num_attn_2_0_outputs,_,0.5531351,0.5190224,0.7872716,-0.267803,-5.912401,-8.44776
num_attn_2_1_outputs,_,-1.2308903,-0.32570902,-1.6854416,3.8175468,1.0416023,8.391869
num_attn_2_2_outputs,_,0.7301348,0.676866,0.61581314,0.21623133,-1.8222023,-5.2635965
num_attn_2_3_outputs,_,0.6078486,0.7652962,0.76926446,-0.24775232,-1.9820019,-9.394565
num_mlp_0_0_outputs,0,0.38532093,0.025659135,0.34876195,0.91019577,1.3377036,0.4190423
num_mlp_0_0_outputs,1,-0.12768248,-0.18863262,-0.03731371,0.2567352,-0.117066145,0.36714777
num_mlp_0_0_outputs,2,-0.28782862,-0.38137585,-0.31800264,0.61842847,0.66811436,0.436287
num_mlp_0_0_outputs,3,-0.046102326,-0.18776934,-0.05958018,0.1678528,-0.38516572,-1.3221275
num_mlp_0_0_outputs,4,0.08189387,-0.055487197,-0.1109954,0.5492563,-0.346081,-0.2533627
num_mlp_0_0_outputs,5,0.009986062,-0.1250458,-0.07062959,0.64372605,1.3801302,1.7853799
num_mlp_0_0_outputs,6,-0.17449795,-0.4022818,-0.33422706,0.27389324,-0.7003986,-0.78925455
num_mlp_0_0_outputs,7,-0.08436652,-0.35752025,-0.20966399,-0.068773024,0.5311609,0.8772479
num_mlp_0_1_outputs,0,-0.07632781,-0.31912115,-0.41945723,0.091105,0.5775181,0.44133088
num_mlp_0_1_outputs,1,0.19918506,0.08818766,-0.111724265,0.39881265,0.9909272,1.1733092
num_mlp_0_1_outputs,2,-0.24819759,-0.42927215,-0.67734313,-0.13827531,0.117279105,0.6000968
num_mlp_0_1_outputs,3,0.18364264,0.040589336,-0.09628126,0.39253643,0.5645341,0.37418246
num_mlp_0_1_outputs,4,0.04423539,0.009318141,-0.2297338,0.069438025,0.3671295,0.93572843
num_mlp_0_1_outputs,5,0.17336468,0.031166593,-0.04295514,0.30558798,0.2776874,0.82245487
num_mlp_0_1_outputs,6,-0.104470275,-0.11695684,-0.43791497,0.102062196,0.23659435,0.78909606
num_mlp_0_1_outputs,7,0.032692656,0.122680806,-0.04793873,0.3685846,0.6114781,0.1943173
num_mlp_1_0_outputs,0,-0.05689035,0.077864565,-0.33682826,-0.013178667,0.0048496355,0.46201026
num_mlp_1_0_outputs,1,-0.12385072,0.13762943,-0.33995754,0.3825951,0.5261872,1.0562378
num_mlp_1_0_outputs,2,-0.16196279,0.0036613517,-0.3043116,0.32342654,0.3527353,0.8523477
num_mlp_1_0_outputs,3,-0.19835302,0.0050764787,-0.3176396,0.26998752,0.29568192,0.8086588
num_mlp_1_0_outputs,4,-0.06538078,0.13997187,-0.16128395,0.36398882,0.5314472,0.81752306
num_mlp_1_0_outputs,5,-0.2860742,-0.016657319,-0.33006582,0.33713004,0.19063792,0.6640153
num_mlp_1_0_outputs,6,0.09042665,0.21506351,-0.027801119,0.56336284,0.53796047,1.0048643
num_mlp_1_0_outputs,7,0.2691478,0.5445752,0.04290645,0.70705473,0.7042136,1.0594665
num_mlp_1_1_outputs,0,-0.5431207,-0.14846319,-0.5492193,-0.019215954,-0.33763075,0.72134846
num_mlp_1_1_outputs,1,-0.2218879,0.039072614,-0.25713992,0.3481161,0.5647586,1.1427375
num_mlp_1_1_outputs,2,-0.37322664,0.11411644,-0.08157409,0.4320084,0.39914823,0.6781728
num_mlp_1_1_outputs,3,-0.6382058,-0.010353699,-0.65491027,0.07501226,0.17120478,0.62948793
num_mlp_1_1_outputs,4,-0.36777392,-0.102749534,-0.52431154,0.31807262,0.46027532,0.15983434
num_mlp_1_1_outputs,5,-0.38096,-0.0022332184,-0.31134883,0.689285,1.1179571,0.27932057
num_mlp_1_1_outputs,6,-0.1279932,0.12303072,-0.16325605,0.69804204,0.33394518,1.2667577
num_mlp_1_1_outputs,7,-0.28220627,0.12388942,-0.27753,0.331197,0.7758561,1.1170995
num_mlp_2_0_outputs,0,0.12737338,-1.4182183,-1.0200187,4.60409,-3.234902,0.3125663
num_mlp_2_0_outputs,1,-0.8889723,0.035282794,1.3815875,-0.38133138,0.81620556,1.0766873
num_mlp_2_0_outputs,2,-0.42398885,1.2700287,-0.032932058,-1.185961,0.48345488,0.4165268
num_mlp_2_0_outputs,3,3.2836225,2.2161484,-3.2931454,-1.363179,-1.0793041,1.9885179
num_mlp_2_0_outputs,4,-0.5899578,0.7710015,0.63022,-0.28012562,0.31073052,0.058091763
num_mlp_2_0_outputs,5,-0.87779546,0.6458838,-0.62112784,-1.3769398,0.15470812,0.08687208
num_mlp_2_0_outputs,6,0.26822513,0.2013781,1.5238802,1.4037663,1.3048716,0.7286484
num_mlp_2_0_outputs,7,-0.31894076,1.5490401,0.40421382,-1.818261,0.8606115,0.75982666
num_mlp_2_1_outputs,0,-0.44187492,-0.39378923,-0.4186048,0.5300444,1.2656645,1.5235398
num_mlp_2_1_outputs,1,-0.21523453,-0.28154618,-0.27483,0.87413895,0.0027748672,3.5163643
num_mlp_2_1_outputs,2,0.29155582,0.29474014,-0.099074654,-1.1449927,1.7247286,-6.9893165
num_mlp_2_1_outputs,3,0.1879252,0.10000119,-0.24566159,-0.90778357,1.3609046,-7.460503
num_mlp_2_1_outputs,4,0.22993395,8.359691e-05,-0.23753427,-1.1612278,1.3877119,-7.8240514
num_mlp_2_1_outputs,5,-0.5631111,-0.50476474,-0.34417245,0.33407608,1.0179528,2.2108073
num_mlp_2_1_outputs,6,0.35577902,0.2682003,-0.002953637,-0.86386734,1.6359893,-4.8910694
num_mlp_2_1_outputs,7,-0.3278329,-0.35489708,-0.4042778,0.85754347,1.2365268,3.0838964
ones,_,-0.14441052,-0.23415674,-0.51476973,0.8125402,0.10678308,0.7905072
positions,0,-0.06770455,0.41258773,-0.04642328,0.07010618,0.050912328,0.30125892
positions,1,-0.17728364,-0.36755425,-0.022706699,0.25328442,1.6665391,1.7580929
positions,2,-0.42804956,0.03398051,-0.30590835,0.28471544,-1.0553107,-0.06900442
positions,3,-0.106636226,-0.24943407,-0.30556345,0.13211158,-0.37667197,-0.028516382
positions,4,0.312492,-0.107160464,-0.28638393,0.43868563,-0.12673004,0.79229903
positions,5,-0.31515074,-0.48556384,-0.60274094,0.8438369,2.7044938,2.3735569
positions,6,-0.3302581,-0.05917179,-0.5144119,1.2584745,1.8420175,2.5337434
positions,7,-0.016513694,-0.4063187,-0.39142904,0.3520224,-0.36558408,-5.404682
tokens,0,0.035095073,0.08678603,-0.3699643,0.34581172,0.82284164,1.2386049
tokens,1,-0.048187092,0.13286456,-0.3136825,0.33591008,0.84036654,0.69920915
tokens,2,-0.060952377,0.05128046,-0.50673544,0.2811536,0.8619274,1.0004535
tokens,3,0.0837564,0.2039099,-0.25872397,0.45524412,1.0498614,0.93937147
tokens,4,0.004759278,0.17696007,-0.39836097,0.34205407,0.97885716,0.98680925
tokens,5,0.07933658,0.24140607,-0.27115512,0.45551157,0.99913895,1.4489616
tokens,<pad>,-0.040454645,0.56772846,-0.34670547,0.14177294,-0.1161342,-0.57024527
tokens,<s>,0.035976272,-0.21133006,0.605442,-0.13789502,-0.09319913,-0.15998413
