feature,value,1,2,3,4,5,6
attn_1_1_outputs,2,0.82301944,-0.17520502,-0.4060508,0.44577122,-0.5960209,-5.2631373
attn_1_1_outputs,3,1.0252057,1.7238461,-1.0504462,-0.28207564,-1.7790109,-1.995738
attn_1_1_outputs,4,1.0233388,0.21917735,0.26068506,-0.16856523,-1.9647506,-4.549866
attn_1_1_outputs,5,1.1216334,0.3953894,0.2618148,-0.6052861,-1.6882235,-4.567686
attn_1_1_outputs,6,1.4488988,0.6149001,-0.100951046,0.21251857,-2.858287,-4.314268
attn_1_1_outputs,7,0.8553191,1.340065,-1.1898708,0.97441834,-1.800564,-4.2393785
attn_1_2_outputs,0,2.3616333,3.2980876,-0.48304218,-1.3614694,-3.9320064,-5.4588428
attn_1_2_outputs,1,1.119814,1.9683146,-1.395508,-1.1507776,-2.98292,-5.131432
attn_1_2_outputs,2,0.6403092,-0.8562452,1.2520251,-2.1630905,-2.6908276,-3.227229
attn_1_2_outputs,3,0.7508575,1.8320689,0.4613483,-1.2193755,-1.2895484,-3.1367266
attn_1_2_outputs,4,0.76632196,1.5117087,-1.2306432,0.0031005593,-0.88609254,-4.6153636
attn_1_2_outputs,5,1.1820625,1.1744059,0.15741661,-0.82101095,-0.098349,-1.166556
attn_1_2_outputs,6,1.0069684,1.6390038,0.09377722,-0.80695456,-1.5991199,-3.9023366
attn_1_2_outputs,7,0.6011793,0.7951947,-1.2758226,-0.13942702,-1.6907674,-0.98480004
attn_1_3_outputs,0,1.3596367,1.4384425,-0.4420707,-0.3409428,-1.3190703,-3.7726724
attn_1_3_outputs,1,0.28089756,-0.25037605,-1.0234178,0.615948,-2.773857,-3.8106587
attn_1_3_outputs,2,0.8059458,2.3326213,1.4309584,-1.7859492,-1.8497683,-4.617913
attn_1_3_outputs,3,1.9375697,1.395426,-0.99398315,-0.96170366,-2.0789633,-2.8985596
attn_1_3_outputs,4,0.46684664,1.0054258,-0.63867843,0.24500884,-1.246011,-6.672824
attn_1_3_outputs,5,0.82284254,1.9677747,-1.1012992,-0.099817246,-2.6234596,-5.53029
attn_1_3_outputs,6,-0.08025159,1.7504834,-1.236315,-0.39203018,-2.58307,-3.4025054
attn_1_3_outputs,7,0.916402,0.71914774,-1.0275887,1.9836545,-3.438849,-2.8944523
attn_2_0_outputs,0,0.80806404,2.5386953,-1.03779,-0.4152173,-0.78010106,-3.0484347
attn_2_0_outputs,1,0.4348226,2.0544581,-1.5681369,-0.43127936,-1.7020769,-1.6331046
attn_2_0_outputs,2,0.25512156,0.8696736,-0.8457668,1.6088651,-2.0163379,-5.2133765
attn_2_0_outputs,3,0.76381457,0.6308996,0.32535824,-1.4141139,-3.1999304,-3.8995795
attn_2_0_outputs,4,0.12506765,1.786516,0.116084315,-1.4456689,-5.464285,-1.8308338
attn_2_0_outputs,5,-0.18355069,0.13640298,-0.47504592,0.44557598,-3.584522,-3.0136669
attn_2_0_outputs,6,0.73333377,0.80394214,-0.17020768,-0.9329196,-1.6520095,-4.6823907
attn_2_0_outputs,7,0.48200458,1.4599956,-0.06924745,-1.4516219,-2.6792681,-4.137074
attn_2_1_outputs,0,1.7443887,1.6914119,-0.3170055,-2.7444427,-4.3393583,-2.1789086
attn_2_1_outputs,1,1.0862242,1.7146927,-0.19984314,-2.0692346,-4.304162,-7.8886495
attn_2_1_outputs,2,0.7363715,0.5649637,-0.09949161,0.7232767,-1.118316,-1.7226108
attn_2_1_outputs,3,2.0264406,1.4953414,-0.89353895,-1.1514229,-2.5383575,-1.7197893
attn_2_1_outputs,4,0.43695095,0.5748373,0.13044687,-0.7463378,-1.4197986,-2.1718643
attn_2_1_outputs,5,0.09511435,0.44583657,-0.2935825,-0.34465575,-0.56192434,-1.6537926
attn_2_1_outputs,6,0.531071,0.71670496,0.18988885,-0.97896415,-2.193485,-3.0767233
attn_2_1_outputs,7,0.35519832,-0.54182273,-1.3606864,1.8121214,-1.2415991,-4.6953206
attn_2_2_outputs,0,0.9088891,0.27116594,-2.1156747,0.97247654,-1.2194093,-3.9953432
attn_2_2_outputs,1,1.539324,1.1469704,0.7597814,-1.483693,-1.8319684,-2.3378873
attn_2_2_outputs,2,1.0465704,2.3292265,0.06254807,-1.1932219,-2.8939092,-5.1282463
attn_2_2_outputs,3,-0.042923164,0.98495567,0.8780458,-1.4482337,-0.024855841,-3.5024943
attn_2_2_outputs,4,0.048711512,1.5158566,0.469017,-1.3745265,-1.9737732,-2.561956
attn_2_2_outputs,5,1.5126585,2.0118825,-0.16442287,-0.7059936,-2.4394732,-6.085902
attn_2_2_outputs,6,0.32298973,0.6504212,-0.024624262,-1.3428531,-1.7321104,-4.5751395
attn_2_2_outputs,7,0.7811651,2.3741834,-0.45713687,-0.61230993,-1.4696898,-5.210226
attn_2_3_outputs,0,2.0771003,1.3013812,-0.19031416,-1.131676,0.24826719,-4.4632254
attn_2_3_outputs,1,1.0890136,0.45499596,0.38954392,0.772206,-1.5783801,-4.113216
attn_2_3_outputs,2,0.9682895,0.6059586,0.02297341,-1.3939273,-0.9056802,-3.3759794
attn_2_3_outputs,3,2.0442028,0.8757313,-1.1363006,-0.11757023,-0.63837886,-2.54535
attn_2_3_outputs,4,0.33481577,0.4710393,-0.17647745,-0.48607054,-0.22555009,-2.0015118
attn_2_3_outputs,5,0.25625208,0.19919434,1.0385618,0.5403182,-2.2455304,-2.537071
attn_2_3_outputs,6,1.2919868,2.371288,1.1330447,-1.865504,-2.5706522,-5.6930647
attn_2_3_outputs,7,0.04227973,0.50734174,-0.98074096,0.46871814,-1.3710846,-1.2661438
mlp_0_0_outputs,0,0.7007254,0.52044463,0.12783474,0.022727026,0.06905099,-0.026598927
mlp_0_0_outputs,1,0.5318553,-0.21133594,0.697082,0.3524173,-0.23515792,-0.77648574
mlp_0_0_outputs,2,0.41278878,1.8168899,-0.5182327,-1.131033,-3.8531215,-5.589192
mlp_0_0_outputs,3,0.12010157,1.049437,-0.55016965,0.17889243,0.123999484,-0.4970259
mlp_0_0_outputs,4,0.9703955,-0.5167903,0.14348145,-0.16056399,-0.45284936,0.35487574
mlp_0_0_outputs,5,0.074407846,0.6700924,0.06416142,-0.46822876,-0.14173982,-0.3753982
mlp_0_0_outputs,6,0.15222308,0.20639545,-0.07984684,-0.12094556,-0.6962264,-0.27449065
mlp_0_0_outputs,7,0.014494278,0.5265377,0.88168794,-0.5296992,0.9778264,0.27387345
mlp_0_1_outputs,0,1.1212883,1.0653915,0.17881905,-0.17953685,-1.6512454,-3.0278442
mlp_0_1_outputs,1,0.6334762,0.36050618,-0.18321307,0.036115907,0.077644534,-0.028110148
mlp_0_1_outputs,2,2.8528576,2.3229387,0.01329134,-1.3226871,-3.225471,-6.4679174
mlp_0_1_outputs,3,0.4724782,0.6942609,0.04644988,0.086239636,-0.8739625,-0.13137856
mlp_0_1_outputs,4,-0.0832215,-0.17515703,-0.08038463,0.085183315,-0.22921714,-0.70202696
mlp_0_1_outputs,5,1.382748,1.3137945,0.026389295,-0.10334043,-2.6221364,-2.9939082
mlp_0_1_outputs,6,0.22394872,0.7109347,0.018791612,0.2199473,-0.72160816,-1.2301514
mlp_0_1_outputs,7,0.04931594,0.41292027,-0.6511566,-0.28587422,-1.1346902,-1.1224729
mlp_1_0_outputs,0,0.02379833,-0.13088551,0.052319635,-0.6632234,-1.4612595,-2.921433
mlp_1_0_outputs,1,0.24411075,0.119158156,0.27367708,-0.2755786,-1.2854946,-1.8343452
mlp_1_0_outputs,2,0.85593253,-0.037039924,0.65561175,-0.42877752,-1.3099176,-1.4691738
mlp_1_0_outputs,3,0.10771864,-0.25486973,0.7331217,-0.6894672,-1.9193622,-2.0095665
mlp_1_0_outputs,4,0.8887902,0.44957444,0.36010158,-0.44206408,-1.2414007,-2.440061
mlp_1_0_outputs,5,0.5104121,1.2586585,-0.44394186,-0.54503864,-2.115679,-2.4234324
mlp_1_0_outputs,6,0.65311736,1.4168148,0.5543747,-0.9784022,-1.227952,-5.3905654
mlp_1_0_outputs,7,0.40998366,0.31729847,0.8501427,-0.015581293,-0.7654137,-1.4013089
mlp_1_1_outputs,0,0.27759752,0.31565213,0.11484204,0.30920294,0.04883982,-0.4860187
mlp_1_1_outputs,1,-0.033175204,-0.04782284,-0.5736429,-0.19566055,-0.48453647,-1.6586667
mlp_1_1_outputs,2,-0.08424257,0.32247785,-0.037345808,-0.020170229,0.024201056,-0.40692794
mlp_1_1_outputs,3,0.7202647,-0.3096247,-0.13276418,0.2310605,-0.76562136,-1.1406898
mlp_1_1_outputs,4,0.21795948,-0.43056598,-0.3185549,-0.09249996,-0.5517443,-0.6918328
mlp_1_1_outputs,5,0.14066102,-0.14633232,-0.16447085,0.2972529,-0.49311447,-0.9513183
mlp_1_1_outputs,6,0.8691893,1.7172488,-0.23004462,-1.824853,-3.4259448,-5.310477
mlp_1_1_outputs,7,-0.07826488,0.023533525,0.5374738,0.17530872,-0.5532673,-0.84651273
mlp_2_0_outputs,0,0.8200814,1.6411989,-0.801914,-1.9442934,-3.8583515,-6.040501
mlp_2_0_outputs,1,0.6014927,0.26583913,-0.19095421,0.33205813,-0.028334852,0.4086485
mlp_2_0_outputs,2,0.0443769,0.22346303,0.39542964,-0.036479797,0.08785061,0.25064063
mlp_2_0_outputs,3,0.22229373,-0.06759129,-0.074742354,-0.17823803,-0.7503714,-0.757324
mlp_2_0_outputs,4,0.67473745,0.08442254,-0.02201364,-0.47526523,0.17258371,-0.57866
mlp_2_0_outputs,5,-0.2309622,-0.4184496,0.20473668,-0.06536501,-0.002376953,-0.2226462
mlp_2_0_outputs,6,0.05682384,0.21560386,-0.1940276,-0.3098955,0.06761876,-0.58676255
mlp_2_0_outputs,7,0.56899124,0.1308316,-0.11629542,-0.058169283,-0.22619167,-0.42209512
mlp_2_1_outputs,0,0.74370176,1.5871866,-0.8672052,-0.46363938,-1.3927531,-1.606111
mlp_2_1_outputs,1,0.7052376,1.0908875,-0.65635705,-0.1952188,-1.7008028,-1.7697104
mlp_2_1_outputs,2,0.8124997,1.4439228,-0.22260933,-0.42399132,-1.2782999,-0.80457014
mlp_2_1_outputs,3,1.7598758,2.9341016,0.248667,-1.4694482,-1.5509142,-5.206495
mlp_2_1_outputs,4,0.77163464,0.07425041,0.6200721,-0.0513395,-0.6519071,-3.6531336
mlp_2_1_outputs,5,0.8784844,1.3524971,-0.40546262,-0.8322258,-1.7586797,-1.8117803
mlp_2_1_outputs,6,0.5821359,0.9854155,-0.16523679,0.06754059,-0.50703555,-1.1153077
mlp_2_1_outputs,7,0.5500914,1.5405271,-0.7285961,-0.53335714,-1.0098366,-1.3936079
num_attn_0_0_outputs,_,-2.3691356,-1.442968,1.2355728,1.4763914,1.8647072,0.25899222
num_attn_0_1_outputs,_,1.5740148,1.069867,0.582294,-1.4093608,-3.0054352,-4.839373
num_attn_0_2_outputs,_,-3.7525792,-1.8394809,2.0963504,2.1573422,1.4456898,-0.1294768
num_attn_0_3_outputs,_,0.24954158,1.5876143,0.060617615,-0.789417,-1.4968442,-3.7800593
num_attn_1_0_outputs,_,0.47581163,0.6523114,0.48215678,-0.82320875,-1.2923156,-8.910678
num_attn_1_1_outputs,_,-3.381437,-4.637651,-0.16492526,1.8043407,4.519603,6.8123527
num_attn_1_2_outputs,_,-0.14561449,-0.57661813,0.06460093,0.7971908,0.3682754,0.89521074
num_attn_1_3_outputs,_,0.88422924,0.050308287,0.45925644,-0.31459263,-0.6214651,-0.00889697
num_attn_2_0_outputs,_,0.57533216,0.7628662,0.50701,0.97521347,0.9727066,1.2396584
num_attn_2_1_outputs,_,0.49463278,1.0680623,0.57741416,0.14115548,0.1723049,0.50410044
num_attn_2_2_outputs,_,0.92393434,-0.3463824,0.65112275,-0.108817615,-1.4178362,-1.406519
num_attn_2_3_outputs,_,0.6283196,0.3259232,0.41735578,-0.17966904,-0.2636983,-2.8695369
num_mlp_0_0_outputs,0,3.0064323,4.0119376,-2.04643,-1.1897746,-2.1586268,-3.8178425
num_mlp_0_0_outputs,1,2.364215,3.8290622,-2.3562,-1.9188716,-2.0214317,-4.599069
num_mlp_0_0_outputs,2,0.2865656,0.7932883,0.9364539,-1.496837,-3.6701894,-2.275442
num_mlp_0_0_outputs,3,0.3234133,0.9464141,0.29420456,-1.1197453,-1.7175809,-1.0339295
num_mlp_0_0_outputs,4,0.9951719,3.0121622,-2.933222,-0.5438694,0.41603655,-2.9052365
num_mlp_0_0_outputs,5,-0.29791766,-1.7837505,1.4053158,1.890589,0.5870356,-2.0035584
num_mlp_0_0_outputs,6,0.4603176,0.8776531,-0.89081293,-0.8214345,-0.6193088,-2.3478887
num_mlp_0_0_outputs,7,0.47020847,1.3200756,-0.8999148,-0.9175552,-1.1924239,-0.029460462
num_mlp_0_1_outputs,0,-0.3822173,0.91239864,4.8661366,-6.9681215,-8.640884,-1.033587
num_mlp_0_1_outputs,1,6.6038046,4.9314923,-5.4792256,-2.0658846,-0.3600892,0.010752627
num_mlp_0_1_outputs,2,0.4011444,0.2676649,0.10481154,-1.7998368,-0.886793,-0.87497646
num_mlp_0_1_outputs,3,-0.9605416,-0.5932347,4.2329764,-6.0491214,-3.558706,-0.65367603
num_mlp_0_1_outputs,4,0.6536687,0.9286108,-0.6298109,-0.56661355,-0.5122359,-0.35256964
num_mlp_0_1_outputs,5,1.35217,3.2751784,-2.8596783,-1.0748092,-0.9095862,-1.6809549
num_mlp_0_1_outputs,6,0.22492568,-0.3169066,2.8050406,-3.5341938,-1.3385876,-1.2585518
num_mlp_0_1_outputs,7,0.2708048,-3.8372052,-1.0297316,5.106528,-1.4543697,-4.2996006
num_mlp_1_0_outputs,0,1.0143893,1.169008,-1.4520522,-0.63250315,-0.7846404,-0.17915522
num_mlp_1_0_outputs,1,3.456475,-2.1685572,-0.6904145,-0.3932919,-0.61934143,-0.33714345
num_mlp_1_0_outputs,2,0.84805584,1.1621642,-0.93859303,-0.83509946,-0.6545587,-0.37402952
num_mlp_1_0_outputs,3,-3.4144735,1.775725,0.8089234,-0.17191012,-2.967909,-5.74058
num_mlp_1_0_outputs,4,1.1332968,0.45351598,-0.74735194,-0.16336936,-0.79909855,-0.4042739
num_mlp_1_0_outputs,5,0.41271603,0.48261854,-0.021487845,-0.8522514,-0.5266045,-0.06746921
num_mlp_1_0_outputs,6,1.0496099,1.1323199,-0.22581966,-0.86985445,-1.1745902,-0.33837646
num_mlp_1_0_outputs,7,6.2381115,-3.809002,0.80349565,-1.139896,-0.75504166,-0.2556607
num_mlp_1_1_outputs,0,-0.14486688,0.18662697,-0.21530597,-1.1433597,-0.7059145,-0.16097723
num_mlp_1_1_outputs,1,-0.2954617,-0.32319546,0.02434949,1.6045371,0.14456002,-0.7738459
num_mlp_1_1_outputs,2,2.1619225,2.7669892,0.287731,-2.2647138,-3.7764177,-6.678092
num_mlp_1_1_outputs,3,-0.19983341,0.5325089,-0.573277,-0.38758695,-0.06763847,-0.50038064
num_mlp_1_1_outputs,4,0.12837353,0.5262071,0.68756574,-0.88018435,-1.9995822,-1.0977197
num_mlp_1_1_outputs,5,1.563304,1.9545381,-2.1004736,-1.3487535,-0.016543236,-0.4889641
num_mlp_1_1_outputs,6,1.5340687,1.3246126,0.91309226,-1.5079197,-2.7495456,-1.2982485
num_mlp_1_1_outputs,7,0.7108754,1.2046665,-0.8674843,-0.1280636,-1.7846011,-0.83080465
num_mlp_2_0_outputs,0,0.13956475,-0.04088817,-0.047832675,-0.54630125,-0.7482549,-0.22618158
num_mlp_2_0_outputs,1,0.14184739,0.4214648,0.1495373,-0.6370541,-0.7315229,-0.42505875
num_mlp_2_0_outputs,2,2.1722145,1.40096,-0.31223586,-1.9305118,-2.1746142,-2.979918
num_mlp_2_0_outputs,3,-0.15360188,-0.55672693,-0.3496417,1.0860492,-0.13958368,-0.8282084
num_mlp_2_0_outputs,4,0.29909277,0.29970968,1.0652668,-0.14819592,-1.7889429,-1.7182593
num_mlp_2_0_outputs,5,-0.31960738,-0.09892042,-0.43897137,-0.3209502,-0.66617066,-0.5115341
num_mlp_2_0_outputs,6,0.8223697,0.8606604,0.5400137,-0.7924,-1.5349938,-1.161968
num_mlp_2_0_outputs,7,1.6346257,2.3679636,0.7586694,-0.93711853,-3.9446988,-5.1778097
num_mlp_2_1_outputs,0,-0.011099257,0.0454033,-0.14364152,-0.48043528,0.2537334,-0.2680829
num_mlp_2_1_outputs,1,0.10451803,0.09550856,-0.026627764,-0.3708545,0.5337605,0.1789171
num_mlp_2_1_outputs,2,13.457244,-11.814861,-2.6083522,-0.52075803,-0.19266254,-0.0454393
num_mlp_2_1_outputs,3,3.039139,-1.7898748,-1.2333745,-0.9075171,0.20991105,-0.8860348
num_mlp_2_1_outputs,4,1.5849026,-0.9482464,-0.43429014,-0.41262886,-0.41180232,0.19533814
num_mlp_2_1_outputs,5,-0.09158573,-0.017830756,-0.2250461,-0.2890779,-0.12818156,-0.065092504
num_mlp_2_1_outputs,6,0.6731219,0.2440518,0.25954783,-0.1462932,0.22253521,-0.35932812
num_mlp_2_1_outputs,7,-5.444606,3.6228993,0.29533395,-1.0477786,-2.902437,-6.0068927
ones,_,0.639064,1.7441142,-0.52673316,-0.5328719,-3.1728182,-4.75651
positions,0,-0.06770455,0.41258773,-0.04642328,0.07010618,0.050912328,0.30125892
positions,1,0.5057582,1.9545112,-0.5444225,-0.94051313,-2.7442293,-5.1855326
positions,2,0.6980827,1.3483517,-0.31317765,-0.74612826,-2.7622147,-4.8059983
positions,3,0.8843616,1.4684162,-0.4545747,-0.9438906,-2.7516532,-3.6920335
positions,4,0.7101983,2.0210986,-0.07848083,-1.2404197,-2.8840494,-3.3758433
positions,5,0.024708824,1.5537757,-0.25188777,-1.331475,-3.33802,-4.0777235
positions,6,0.4342969,1.3643765,-0.5370877,0.07201431,-1.491995,-2.5851893
positions,7,0.16063993,1.0138329,-0.36324942,-0.3522913,-1.9153707,-3.4935226
tokens,0,1.1220714,3.0151598,-0.19781074,-2.112837,-2.26572,-6.860918
tokens,1,0.28073522,0.91730195,-1.0273082,0.5905041,-1.5474236,-6.8929806
tokens,2,0.38222998,1.4976991,-0.14596462,-1.094011,-1.4598488,-0.39952815
tokens,3,0.325058,1.4934773,-0.08229423,-0.29497615,-1.2961591,-2.2980068
tokens,4,1.2272546,2.2203991,-0.089130215,-1.6842576,-3.4543514,-2.5220957
tokens,5,0.6470093,2.4515555,-0.7447334,-0.5254124,-0.75329924,-6.514276
tokens,<pad>,0.052089226,0.49564195,0.22749507,-0.2187893,-0.54727525,-1.5025532
tokens,<s>,0.20094739,0.21415289,0.5717804,-0.43177402,-0.54779863,-0.89115864
