feature,value,1,2,3,4,5,6
mlp_0_0_outputs,3,0.036214914,0.56715316,-0.008755618,-0.22909431,0.5591385,-0.6472442
mlp_0_0_outputs,4,0.3362912,0.05600211,-0.23533784,-0.017579395,-0.7157791,0.094957136
mlp_0_0_outputs,5,0.42300925,0.08081917,-0.44381335,-0.67014444,-0.008192813,-0.015955543
mlp_0_0_outputs,6,0.090088814,-0.42950332,0.16251864,-0.023508297,-0.75017977,-0.3347463
mlp_0_0_outputs,7,0.41351038,0.38125065,-0.15103199,-0.43599454,-0.35993344,-0.48301488
mlp_0_1_outputs,0,0.63932115,-0.22591905,-0.18800698,-0.46827608,0.23159707,0.22474359
mlp_0_1_outputs,1,0.6065794,0.16622809,-0.86525095,-0.048403814,-0.15571964,-0.4359053
mlp_0_1_outputs,2,-0.17702696,0.5886134,0.26086828,-1.117278,-0.35720482,0.12285206
mlp_0_1_outputs,3,0.5146132,0.56824255,-0.16212985,-0.04008277,0.5293238,-0.5374303
mlp_0_1_outputs,4,0.012053115,0.5609777,-0.25226992,-0.771179,-0.37998143,-0.31423894
mlp_0_1_outputs,5,0.7627932,0.17675637,0.008270389,-0.21140343,-0.34426266,-1.3572105
mlp_0_1_outputs,6,0.37181333,0.65637213,0.39947286,-0.43533957,-0.26188096,-0.33718708
mlp_0_1_outputs,7,3.1638565,1.7751384,2.6654437,-2.792007,-9.748784,-11.1991415
num_attn_0_0_outputs,_,-7.0803976,2.233526,-2.5708807,4.2212415,9.361444,10.417497
num_attn_0_1_outputs,_,1.3002701,0.9682428,0.25505057,-0.29497176,-1.2332436,-3.0424511
num_attn_0_2_outputs,_,-7.0510244,2.0407605,-1.9851904,4.6591697,9.400854,10.391267
num_attn_0_3_outputs,_,1.078602,0.74289817,0.061294984,-0.45926926,-1.2467171,-9.835419
num_mlp_0_0_outputs,0,1.0656922,0.14928861,-1.4261978,-0.27739167,-0.32200155,0.01289169
num_mlp_0_0_outputs,1,1.4986448,0.22800021,-0.9198143,-0.7238817,-0.0024256012,-0.38630298
num_mlp_0_0_outputs,2,3.4062545,-1.2489156,-2.0846813,-0.8939241,-0.16536216,-0.6828115
num_mlp_0_0_outputs,3,2.587729,-1.4114367,-1.4490939,-0.3101836,-0.6672689,0.2373045
num_mlp_0_0_outputs,4,-2.341566,-0.5591839,4.7409697,0.8458151,-4.358974,-4.7063255
num_mlp_0_0_outputs,5,1.3424497,0.10162635,-0.39538386,-0.45564482,0.0047247545,-0.9706751
num_mlp_0_0_outputs,6,-2.43569,7.9219522,-8.078075,-1.8480922,-1.6678846,-1.3874705
num_mlp_0_0_outputs,7,8.997974,-4.6121793,-4.556216,-4.5611305,-5.4345527,-8.839703
num_mlp_0_1_outputs,0,1.1887834,0.8437982,-0.20985147,-1.0134875,-0.47197333,-0.8967683
num_mlp_0_1_outputs,1,0.61963636,0.71359533,-0.073226616,-0.3465439,-0.8276738,-0.9320525
num_mlp_0_1_outputs,2,0.551104,0.6172192,0.3568692,-0.88092834,-0.54103136,-1.2513536
num_mlp_0_1_outputs,3,0.86490864,1.8310598,-0.67481875,-1.7641627,-1.0239714,-0.5070095
num_mlp_0_1_outputs,4,0.6644855,1.2948823,-1.2959311,-0.43169916,-0.7228297,-1.0083039
num_mlp_0_1_outputs,5,3.6121786,5.602978,-6.562776,-3.253466,-3.4954247,-2.9102705
num_mlp_0_1_outputs,6,-2.5059717,-11.968815,5.821021,4.357752,-5.094001,-8.537432
num_mlp_0_1_outputs,7,0.7444639,1.9382524,-0.9451885,-1.7888031,-1.1055703,-1.0774715
ones,_,1.8197834,0.33143115,2.909871,-2.7996995,-6.0630493,-7.401671
positions,0,0.43013102,-0.2733104,-0.36110702,0.3965672,0.76276743,-0.5137912
positions,1,1.1255797,-0.32242134,2.2155378,-3.020012,-6.0758753,-6.799885
positions,2,1.4153266,-0.02974061,2.448974,-2.8155801,-5.8548365,-6.4441123
positions,3,1.0730124,-0.37619868,2.193337,-3.0737047,-6.1538725,-6.7728047
positions,4,1.8165318,0.25912592,2.6134942,-2.9112782,-6.413459,-9.261885
positions,5,1.3851817,0.021343686,2.6605358,-2.5821292,-5.727952,-5.9625387
positions,6,1.73999,0.039167978,2.8061383,-2.2756073,-5.117792,-6.344177
positions,7,0.58234465,-0.5215702,2.9182281,-2.1006665,-4.694613,-6.2673216
tokens,0,1.6623695,0.0332171,2.797926,-1.9970541,-3.5154266,-3.7875173
tokens,1,1.2025908,-0.6515597,1.7697331,-3.2083688,-5.695297,-9.098162
tokens,2,1.9626051,0.33434266,2.65243,-2.0753093,-4.2173347,-6.104608
tokens,3,1.7990702,0.31705627,2.599369,-1.9059706,-4.4445105,-1.7020998
tokens,4,1.5647293,0.015578426,2.6829436,-2.1443448,-5.3583994,-4.2063994
tokens,5,1.7632464,0.09730069,2.567117,-2.389952,-4.7728004,-15.425338
tokens,<pad>,0.5104406,0.92696786,0.32121426,-0.9701864,-0.5576481,0.029157028
tokens,<s>,-0.151355,0.5646852,-0.6202896,0.48307493,-0.7220003,-0.994726
